曲名,難易度,STDORDX,譜面定数,レベル,画像ファイル名
"アイム・マイヒーロー",EXP,DX,9.0,9,アイム・マイヒーロー.png
"Credits",ADVANCED,STD,9.0,9,Credits.png
"人里に下ったアタイがいつの間にか社畜になっていた件",ADVANCED,STD,9.0,9,人里に下ったアタイがいつの間にか社畜になっていた件.png
"Shooting Shower～DANCE TIME(シンディ)～",EXP,DX,9.0,9,Shooting Shower～DANCE TIME(シンディ)～.png
"若い力",EXP,DX,9.0,9,若い力.png
"Like the Wind [Reborn]",ADVANCED,STD,9.0,9,Like the Wind [Reborn].png
"KONNANじゃないっ！",EXP,STD,9.0,9,KONNANじゃないっ！.png
"ヱデン",EXP,DX,9.0,9,ヱデン.png
"地球",ADVANCED,DX,9.0,9,地球.png
"Justified",ADVANCED,STD,9.0,9,Justified.png
"雨露霜雪",ADVANCED,DX,9.0,9,雨露霜雪.png
"Garakuta Doll Play",ADVANCED,STD,9.0,9,Garakuta Doll Play.png
"渦状銀河のシンフォニエッタ",ADVANCED,STD,9.0,9,渦状銀河のシンフォニエッタ.png
"火炎地獄",ADVANCED,STD,9.0,9,火炎地獄.png
"Lia=Fail",ADVANCED,DX,9.0,9,Lia=Fail.png
"U&iVERSE -銀河鸞翔-",ADVANCED,DX,9.0,9,U&iVERSE -銀河鸞翔-.png
"Heavenly Blast",ADVANCED,DX,9.0,9,Heavenly Blast.png
"≠彡"/了→",ADVANCED,DX,9.0,9,≠彡"/了→.png
"Moon of Noon",ADVANCED,STD,9.0,9,Moon of Noon.png
"Blows Up Everything",ADVANCED,DX,9.0,9,Blows Up Everything.png
"ℝ∈Χ LUNATiCA",ADVANCED,DX,9.0,9,ℝ∈Χ LUNATiCA.png
"ViRTUS",ADVANCED,DX,9.0,9,ViRTUS.png
"Don't Fight The Music",ADVANCED,DX,9.0,9,Don't Fight The Music.png
"popcorn",EXP,DX,9.0,9,popcorn.png
"愛包ダンスホール",EXP,DX,9.2,9,愛包ダンスホール.png
"ようこそジャパリパークへ",EXP,DX,9.2,9,ようこそジャパリパークへ.png
"ヴィラン",EXP,DX,9.2,9,ヴィラン.png
"だれかの心臓になれたなら",EXP,DX,9.2,9,だれかの心臓になれたなら.png
"ダンスロボットダンス",EXP,DX,9.2,9,ダンスロボットダンス.png
"シャルル",EXP,DX,9.2,9,シャルル.png
"永遠にゲームで対戦したいキリタン",EXP,DX,9.2,9,永遠にゲームで対戦したいキリタン.png
"アマツキツネ",EXP,DX,9.2,9,アマツキツネ.png
"Dive into The Sky ～initialized～",EXP,DX,9.2,9,Dive into The Sky ～initialized～.png
"Crush On You",EXP,STD,9.2,9,Crush On You.png
"シックスプラン",EXP,DX,9.2,9,シックスプラン.png
"記憶、記録",ADVANCED,STD,9.2,9,記憶、記録.png
"Blew Moon",ADVANCED,STD,9.2,9,Blew Moon.png
"奏者はただ背中と提琴で語るのみ",ADVANCED,STD,9.2,9,奏者はただ背中と提琴で語るのみ.png
"jelly",EXP,STD,9.3,9,jelly.png
"39",EXP,DX,9.3,9,39.png
"39みゅーじっく！",EXP,DX,9.3,9,39みゅーじっく！.png
"ZIGG-ZAGG",EXP,STD,9.3,9,ZIGG-ZAGG.png
"千本桜",EXP,DX,9.3,9,千本桜.png
"だからパンを焼いたんだ",EXP,DX,9.3,9,だからパンを焼いたんだ.png
"ルカルカ★ナイトフィーバー",EXP,STD,9.3,9,ルカルカ★ナイトフィーバー.png
"幸せになれる隠しコマンドがあるらしい",ADVANCED,STD,9.3,9,幸せになれる隠しコマンドがあるらしい.png
"Calamity Fortune",ADVANCED,STD,9.3,9,Calamity Fortune.png
"神々の祈り",EXP,STD,9.3,9,神々の祈り.png
"Scarlet Lance",ADVANCED,STD,9.3,9,Scarlet Lance.png
"夜明けまであと３秒",ADVANCED,STD,9.3,9,夜明けまであと３秒.png
"End Time",ADVANCED,STD,9.3,9,End Time.png
"Maxi",ADVANCED,STD,9.3,9,Maxi.png
"awake",EXP,STD,9.3,9,awake.png
"Beat Of Mind",ADVANCED,STD,9.3,9,Beat Of Mind.png
"Crazy Circle",EXP,DX,9.3,9,Crazy Circle.png
"maimaiちゃんのテーマ",EXP,STD,9.3,9,maimaiちゃんのテーマ.png
"Sweets×Sweets",EXP,STD,9.3,9,Sweets×Sweets.png
"ねぇ、壊れタ人形ハ何処へ棄テらレるノ？",ADVANCED,STD,9.3,9,ねぇ、壊れタ人形ハ何処へ棄テらレるノ？.png
"CITRUS MONSTER",ADVANCED,STD,9.3,9,CITRUS MONSTER.png
"雷切-RAIKIRI-",ADVANCED,STD,9.3,9,雷切-RAIKIRI-.png
"Mare Maris",ADVANCED,STD,9.3,9,Mare Maris.png
"Ragnarok",ADVANCED,STD,9.3,9,Ragnarok.png
"Fragrance",ADVANCED,STD,9.3,9,Fragrance.png
"Prophesy One",ADVANCED,STD,9.3,9,Prophesy One.png
"larva",ADVANCED,STD,9.3,9,larva.png
"HERA",ADVANCED,STD,9.3,9,HERA.png
"Tic Tac DREAMIN’",EXP,STD,9.3,9,Tic Tac DREAMIN’.png
"Kattobi KEIKYU Rider",ADVANCED,STD,9.3,9,Kattobi KEIKYU Rider.png
"HOT LIMIT",EXP,DX,9.4,9,HOT LIMIT.png
"にじよめちゃん体操第一億",EXP,STD,9.4,9,にじよめちゃん体操第一億.png
"I ♥",EXP,STD,9.4,9,I ♥.png
"メランコリック",EXP,STD,9.4,9,メランコリック.png
"六兆年と一夜物語",EXP,DX,9.4,9,六兆年と一夜物語.png
"東京リアルワールド",EXP,STD,9.4,9,東京リアルワールド.png
"みくみくにしてあげる♪【してやんよ】",EXP,STD,9.4,9,みくみくにしてあげる♪【してやんよ】.png
"ハロ／ハワユ",EXP,STD,9.4,9,ハロ／ハワユ.png
"チルノのパーフェクトさんすう教室　⑨周年バージョン",EXP,DX,9.4,9,チルノのパーフェクトさんすう教室　⑨周年バージョン.png
"月に叢雲華に風",EXP,DX,9.4,9,月に叢雲華に風.png
"Prismatic",EXP,DX,9.4,9,Prismatic.png
"檄！帝国華撃団(改)",EXP,STD,9.4,9,檄！帝国華撃団(改).png
"Caliburne ～Story of the Legendary sword～",ADVANCED,STD,9.4,9,Caliburne ～Story of the Legendary sword～.png
"UTAKATA",EXP,DX,9.4,9,UTAKATA.png
"唱",EXP,DX,9.5,9,唱.png
"アマカミサマ",EXP,DX,9.5,9,アマカミサマ.png
"On your mark (104期 Ver.)",EXP,DX,9.5,9,On your mark (104期 Ver.).png
"魂のルフラン",EXP,DX,9.5,9,魂のルフラン.png
"Love or Lies",EXP,STD,9.5,9,Love or Lies.png
"Future",EXP,STD,9.5,9,Future.png
"群青讃歌",EXP,DX,9.5,9,群青讃歌.png
"魔法少女とチョコレゐト",EXP,DX,9.5,9,魔法少女とチョコレゐト.png
"ワールドワイドワンダー",EXP,DX,9.5,9,ワールドワイドワンダー.png
"猫猫的宇宙論",EXP,DX,9.5,9,猫猫的宇宙論.png
"METEOR",EXP,DX,9.5,9,METEOR.png
"ハッピーシンセサイザ",EXP,DX,9.5,9,ハッピーシンセサイザ.png
"ツギハギスタッカート",EXP,DX,9.5,9,ツギハギスタッカート.png
"ド屑",EXP,DX,9.5,9,ド屑.png
"リモコン",EXP,DX,9.5,9,リモコン.png
"『んっあっあっ。』",EXP,DX,9.5,9,『んっあっあっ。』.png
"深海少女",EXP,DX,9.5,9,深海少女.png
"サウンド",EXP,STD,9.5,9,サウンド.png
"響け！CHIREI MY WAY!",EXP,DX,9.5,9,響け！CHIREI MY WAY!.png
"イヤホンロマンス",EXP,DX,9.5,9,イヤホンロマンス.png
"スカーレット警察のゲットーパトロール24時",EXP,DX,9.5,9,スカーレット警察のゲットーパトロール24時.png
"魔理沙は大変なものを盗んでいきました",EXP,STD,9.5,9,魔理沙は大変なものを盗んでいきました.png
"Grip & Break down !!",EXP,DX,9.5,9,Grip & Break down !!.png
"Paranoia",EXP,DX,9.5,9,Paranoia.png
"wheel",EXP,DX,9.5,9,wheel.png
"麒麟",ADVANCED,STD,9.5,9,麒麟.png
"極圏",ADVANCED,STD,9.5,9,極圏.png
"FREEDOM DiVE (tpz Overcute Remix)",ADVANCED,STD,9.5,9,FREEDOM DiVE (tpz Overcute Remix).png
"電車で電車でGO!GO!GO!GC! -GMT remix-",EXP,STD,9.5,9,電車で電車でGO!GO!GO!GC! -GMT remix-.png
"STEREOSCAPE",EXP,DX,9.5,9,STEREOSCAPE.png
"Contrapasso -paradiso-",ADVANCED,STD,9.5,9,Contrapasso -paradiso-.png
"FFT",ADVANCED,STD,9.5,9,FFT.png
"Panopticon",ADVANCED,STD,9.5,9,Panopticon.png
"Jump!! Jump!! Jump!!",EXP,DX,9.5,9,Jump!! Jump!! Jump!!.png
"MEGATON BLAST",ADVANCED,DX,9.5,9,MEGATON BLAST.png
"フォルテシモBELL",EXP,STD,9.5,9,フォルテシモBELL.png
"猛進ソリストライフ！",ADVANCED,STD,9.5,9,猛進ソリストライフ！.png
"オーケー？　オーライ！",EXP,DX,9.5,9,オーケー？　オーライ！.png
"I'm with you",EXP,DX,9.6,9+,I'm with you.png
"POP STAR",EXP,STD,9.6,9+,POP STAR.png
"Love You",EXP,STD,9.6,9+,Love You.png
"＊ハロー、プラネット。",EXP,STD,9.6,9+,＊ハロー、プラネット。.png
"ハッピーシンセサイザ",EXP,STD,9.6,9+,ハッピーシンセサイザ.png
"セイクリッド　ルイン",ADVANCED,STD,9.6,9+,セイクリッド　ルイン.png
"Alea jacta est!",ADVANCED,STD,9.6,9+,Alea jacta est!.png
"Lividi",ADVANCED,STD,9.6,9+,Lividi.png
"World Vanquisher",ADVANCED,STD,9.6,9+,World Vanquisher.png
"怒槌",ADVANCED,STD,9.6,9+,怒槌.png
"エンドマークに希望と涙を添えて",ADVANCED,STD,9.6,9+,エンドマークに希望と涙を添えて.png
"ビビデバ",EXP,DX,9.7,9+,ビビデバ.png
"マツケンサンバⅡ",EXP,DX,9.7,9+,マツケンサンバⅡ.png
"残響散歌",EXP,DX,9.7,9+,残響散歌.png
"さくゆいたいそう",EXP,DX,9.7,9+,さくゆいたいそう.png
"デビル☆アイドル",EXP,DX,9.7,9+,デビル☆アイドル.png
"YATTA!",EXP,STD,9.7,9+,YATTA!.png
"ウッーウッーウマウマ(ﾟ∀ﾟ)",EXP,STD,9.7,9+,ウッーウッーウマウマ(ﾟ∀ﾟ).png
"デビルじゃないもん",EXP,DX,9.7,9+,デビルじゃないもん.png
"ワーワーワールド",EXP,DX,9.7,9+,ワーワーワールド.png
"アイドル新鋭隊",EXP,DX,9.7,9+,アイドル新鋭隊.png
"アイディスマイル",EXP,DX,9.7,9+,アイディスマイル.png
"匿名M",EXP,DX,9.7,9+,匿名M.png
"すろぉもぉしょん",EXP,STD,9.7,9+,すろぉもぉしょん.png
"エンヴィーベイビー",EXP,DX,9.7,9+,エンヴィーベイビー.png
"KING",EXP,DX,9.7,9+,KING.png
"強風オールバック",EXP,DX,9.7,9+,強風オールバック.png
"演劇",EXP,DX,9.7,9+,演劇.png
"おくすり飲んで寝よう",EXP,DX,9.7,9+,おくすり飲んで寝よう.png
"へべれけジャンキー",EXP,DX,9.7,9+,へべれけジャンキー.png
"太陽系デスコ",EXP,DX,9.7,9+,太陽系デスコ.png
"感情ディシーブ",EXP,DX,9.7,9+,感情ディシーブ.png
"マトリョシカ",EXP,STD,9.7,9+,マトリョシカ.png
"ウミユリ海底譚",EXP,STD,9.7,9+,ウミユリ海底譚.png
"ワールズエンド・ダンスホール",EXP,STD,9.7,9+,ワールズエンド・ダンスホール.png
"M.S.S.Planet",EXP,DX,9.7,9+,M.S.S.Planet.png
"リリリリ★バーニングナイト",EXP,STD,9.7,9+,リリリリ★バーニングナイト.png
"クローバー♣クラブ",EXP,STD,9.7,9+,クローバー♣クラブ.png
"教えて!! 魔法のLyric",EXP,STD,9.7,9+,教えて!! 魔法のLyric.png
"幻想に咲いた花",EXP,DX,9.7,9+,幻想に咲いた花.png
"物凄いヴァイブスで魔理沙が物凄いラップ",EXP,DX,9.7,9+,物凄いヴァイブスで魔理沙が物凄いラップ.png
"人間が大好きなこわれた妖怪の唄",EXP,DX,9.7,9+,人間が大好きなこわれた妖怪の唄.png
"Oath Act",EXP,DX,9.7,9+,Oath Act.png
"華鳥風月",EXP,STD,9.7,9+,華鳥風月.png
"響縁",EXP,STD,9.7,9+,響縁.png
"Drive Your Fire",EXP,DX,9.7,9+,Drive Your Fire.png
"Grip & Break down !!",EXP,STD,9.7,9+,Grip & Break down !!.png
"ってゐ！ ～えいえんてゐVer～",EXP,STD,9.7,9+,ってゐ！ ～えいえんてゐVer～.png
"DUAL ROZES",EXP,DX,9.7,9+,DUAL ROZES.png
"レッツゴー!陰陽師",EXP,STD,9.7,9+,レッツゴー!陰陽師.png
"In Chaos",EXP,STD,9.7,9+,In Chaos.png
"City Escape: Act1",EXP,STD,9.7,9+,City Escape: Act1.png
"BLACK ROSE",EXP,DX,9.7,9+,BLACK ROSE.png
"RIFFRAIN",EXP,DX,9.7,9+,RIFFRAIN.png
"サンバディ！",EXP,DX,9.7,9+,サンバディ！.png
"Pixel Voyage",EXP,STD,9.7,9+,Pixel Voyage.png
"mystique as iris",ADVANCED,DX,9.7,9+,mystique as iris.png
"天火明命",ADVANCED,STD,9.7,9+,天火明命.png
"Schwarzschild",ADVANCED,STD,9.7,9+,Schwarzschild.png
"No Limit RED Force",EXP,DX,9.7,9+,No Limit RED Force.png
"STARRED HEART",EXP,DX,9.7,9+,STARRED HEART.png
"サヨナラフリーウェイ",EXP,DX,9.7,9+,サヨナラフリーウェイ.png
"はいよろこんで",EXP,DX,9.8,9+,はいよろこんで.png
"アイドル",EXP,DX,9.8,9+,アイドル.png
"勇者",EXP,DX,9.8,9+,勇者.png
"シカ色デイズ",EXP,DX,9.8,9+,シカ色デイズ.png
"廻廻奇譚",EXP,DX,9.8,9+,廻廻奇譚.png
"春を告げる",EXP,DX,9.8,9+,春を告げる.png
"おとせサンダー",EXP,DX,9.8,9+,おとせサンダー.png
"Dive into the ZONe",EXP,DX,9.8,9+,Dive into the ZONe.png
"バラライカ",EXP,STD,9.8,9+,バラライカ.png
"ドラゴンエネルギー",EXP,DX,9.8,9+,ドラゴンエネルギー.png
"GET!! 夢&DREAM",EXP,STD,9.8,9+,GET!! 夢&DREAM.png
"のだ",EXP,DX,9.8,9+,のだ.png
"ザムザ",EXP,DX,9.8,9+,ザムザ.png
"ダーリンダンス",EXP,DX,9.8,9+,ダーリンダンス.png
"フォニイ",EXP,DX,9.8,9+,フォニイ.png
"グッバイ宣言",EXP,DX,9.8,9+,グッバイ宣言.png
"needLe",EXP,DX,9.8,9+,needLe.png
"転生林檎",EXP,DX,9.8,9+,転生林檎.png
"ラビットホール",EXP,DX,9.8,9+,ラビットホール.png
"妄想感傷代償連盟",EXP,STD,9.8,9+,妄想感傷代償連盟.png
"ゴーストルール",EXP,DX,9.8,9+,ゴーストルール.png
"テレキャスタービーボーイ",EXP,DX,9.8,9+,テレキャスタービーボーイ.png
"表裏一体",EXP,DX,9.8,9+,表裏一体.png
"マーシャル・マキシマイザー",EXP,DX,9.8,9+,マーシャル・マキシマイザー.png
"終焉逃避行",EXP,DX,9.8,9+,終焉逃避行.png
"寝起きヤシの木",EXP,DX,9.8,9+,寝起きヤシの木.png
"右に曲ガール",EXP,DX,9.8,9+,右に曲ガール.png
"Alice in 冷凍庫",EXP,DX,9.8,9+,Alice in 冷凍庫.png
"キュートなカノジョ",EXP,DX,9.8,9+,キュートなカノジョ.png
"まにまに",EXP,DX,9.8,9+,まにまに.png
"ラグトレイン",EXP,DX,9.8,9+,ラグトレイン.png
"ディカディズム",EXP,DX,9.8,9+,ディカディズム.png
"フラジール",EXP,STD,9.8,9+,フラジール.png
"あなたは世界の終わりにずんだを食べるのだ",EXP,DX,9.8,9+,あなたは世界の終わりにずんだを食べるのだ.png
"ジェヘナ",EXP,DX,9.8,9+,ジェヘナ.png
"天使の翼。",EXP,DX,9.8,9+,天使の翼。.png
"絶対敵対メチャキライヤー",EXP,DX,9.8,9+,絶対敵対メチャキライヤー.png
"ロータスイーター",EXP,DX,9.8,9+,ロータスイーター.png
"悪魔の踊り方",EXP,DX,9.8,9+,悪魔の踊り方.png
"パンダヒーロー",EXP,STD,9.8,9+,パンダヒーロー.png
"シャルル",EXP,STD,9.8,9+,シャルル.png
"ローリンガール",EXP,STD,9.8,9+,ローリンガール.png
"どぅーまいべすと！",EXP,DX,9.8,9+,どぅーまいべすと！.png
"絶対にチョコミントを食べるアオイチャン",EXP,DX,9.8,9+,絶対にチョコミントを食べるアオイチャン.png
"トラフィック・ジャム",EXP,DX,9.8,9+,トラフィック・ジャム.png
"ラットが死んだnew words",EXP,DX,9.8,9+,ラットが死んだnew words.png
"アンクローズ・ヒューマン",EXP,DX,9.8,9+,アンクローズ・ヒューマン.png
"スロウダウナー",EXP,DX,9.8,9+,スロウダウナー.png
"Catch the Wave",EXP,DX,9.8,9+,Catch the Wave.png
"クレイジー・ビート",EXP,DX,9.8,9+,クレイジー・ビート.png
"グラーヴェ",EXP,DX,9.8,9+,グラーヴェ.png
"アスヘノBRAVE",EXP,DX,9.8,9+,アスヘノBRAVE.png
"サヨナラチェーンソー",EXP,DX,9.8,9+,サヨナラチェーンソー.png
"イアイア★ナイトオブデザイア",EXP,STD,9.8,9+,イアイア★ナイトオブデザイア.png
"Heart Beats",EXP,STD,9.8,9+,Heart Beats.png
"東京レトロ",EXP,STD,9.8,9+,東京レトロ.png
"Bad Apple!! feat.nomico (Tetsuya Komuro Remix)",EXP,DX,9.8,9+,Bad Apple!! feat.nomico (Tetsuya Komuro Remix).png
"LOSTPHANTASIA",EXP,DX,9.8,9+,LOSTPHANTASIA.png
"悪戯センセーション",EXP,DX,9.8,9+,悪戯センセーション.png
"""大輪の魂 (feat. AO, 司芭扶)""",EXP,DX,9.8,9+,"大輪の魂 (feat. AO, 司芭扶).png"
"解けないように",EXP,DX,9.8,9+,解けないように.png
"WARNING×WARNING×WARNING",EXP,DX,9.8,9+,WARNING×WARNING×WARNING.png
"色は匂へど散りぬるを",EXP,STD,9.8,9+,色は匂へど散りぬるを.png
"待チ人ハ来ズ。",EXP,STD,9.8,9+,待チ人ハ来ズ。.png
"Melody！",EXP,DX,9.8,9+,Melody！.png
"不思議の国のクリスマス",EXP,STD,9.8,9+,不思議の国のクリスマス.png
"物凄い勢いでけーねが物凄いうた",EXP,STD,9.8,9+,物凄い勢いでけーねが物凄いうた.png
"ハウリング",EXP,DX,9.8,9+,ハウリング.png
"Play merrily NEO",EXP,DX,9.8,9+,Play merrily NEO.png
"ヒステリックナイトガール",EXP,DX,9.8,9+,ヒステリックナイトガール.png
"Conquista Ciela",EXP,STD,9.8,9+,Conquista Ciela.png
"かせげ！ジャリンコヒーロー",EXP,STD,9.8,9+,かせげ！ジャリンコヒーロー.png
"Cry Cry Cry",EXP,DX,9.8,9+,Cry Cry Cry.png
"届かない花束",EXP,DX,9.8,9+,届かない花束.png
"遺伝子レベル∞スパイラル",EXP,DX,9.8,9+,遺伝子レベル∞スパイラル.png
"タカハせ！名人マン",EXP,STD,9.8,9+,タカハせ！名人マン.png
"ぐるぐるWASH！コインランドリー・ディスコ",EXP,STD,9.8,9+,ぐるぐるWASH！コインランドリー・ディスコ.png
"Color My World",EXP,STD,9.8,9+,Color My World.png
"炎歌 -ほむらうた-",EXP,DX,9.8,9+,炎歌 -ほむらうた-.png
"氷滅の135小節",ADVANCED,DX,9.8,9+,氷滅の135小節.png
"Our Wrenally",ADVANCED,STD,9.8,9+,Our Wrenally.png
"World's end loneliness",ADVANCED,DX,9.8,9+,World's end loneliness.png
"躯樹の墓守",ADVANCED,DX,9.8,9+,躯樹の墓守.png
"AMAZING MIGHTYYYY!!!!",ADVANCED,STD,9.8,9+,AMAZING MIGHTYYYY!!!!.png
"Kiss Me Kiss",EXP,DX,9.8,9+,Kiss Me Kiss.png
"Ring",EXP,DX,9.8,9+,Ring.png
"ようこそジャパリパークへ",EXP,STD,9.9,9+,ようこそジャパリパークへ.png
"ポップミュージックは僕のもの",EXP,STD,9.9,9+,ポップミュージックは僕のもの.png
"ありふれたせかいせいふく",EXP,STD,9.9,9+,ありふれたせかいせいふく.png
"ビターチョコデコレーション",EXP,DX,9.9,9+,ビターチョコデコレーション.png
"ラブチーノ",EXP,STD,9.9,9+,ラブチーノ.png
"アディショナルメモリー",EXP,DX,9.9,9+,アディショナルメモリー.png
"ガランド",EXP,DX,9.9,9+,ガランド.png
"深海少女",EXP,STD,9.9,9+,深海少女.png
"ココロ",EXP,STD,9.9,9+,ココロ.png
"踊れオーケストラ",EXP,STD,9.9,9+,踊れオーケストラ.png
"赤心性：カマトト荒療治",EXP,STD,9.9,9+,赤心性：カマトト荒療治.png
"イノコリ先生",EXP,STD,9.9,9+,イノコリ先生.png
"SPiCa",EXP,STD,9.9,9+,SPiCa.png
"ぽっぴっぽー",EXP,STD,9.9,9+,ぽっぴっぽー.png
"エピクロスの虹はもう見えない",EXP,STD,9.9,9+,エピクロスの虹はもう見えない.png
"しゅわスパ大作戦☆",EXP,STD,9.9,9+,しゅわスパ大作戦☆.png
"フラグメンツ -T.V. maimai edit-",EXP,STD,9.9,9+,フラグメンツ -T.V. maimai edit-.png
"東方妖々夢 ～the maximum moving about～",EXP,STD,9.9,9+,東方妖々夢 ～the maximum moving about～.png
"ワードワードワード",EXP,DX,9.9,9+,ワードワードワード.png
"りばーぶ",EXP,STD,9.9,9+,りばーぶ.png
"welcome to maimai!! with マイマイマー",EXP,STD,9.9,9+,welcome to maimai!! with マイマイマー.png
"最強 the サマータイム!!!!!",EXP,DX,9.9,9+,最強 the サマータイム!!!!!.png
"Snow Colored Score",EXP,DX,9.9,9+,Snow Colored Score.png
"私の中の幻想的世界観及びその顕現を想起させたある現実での出来事に関する一考察",EXP,STD,9.9,9+,私の中の幻想的世界観及びその顕現を想起させたある現実での出来事に関する一考察.png
"Invitation",EXP,STD,9.9,9+,Invitation.png
"きゅびずむ",EXP,DX,10.0,10,きゅびずむ.png
"阿修羅ちゃん",EXP,DX,10.0,10,阿修羅ちゃん.png
"青春コンプレックス",EXP,DX,10.0,10,青春コンプレックス.png
"""メイトなやつら（FEAT. 天開司, 佐藤ホームズ, あっくん大魔王 & 歌衣メイカ）""",EXP,DX,10.0,10,"メイトなやつら（FEAT. 天開司, 佐藤ホームズ, あっくん大魔王 & 歌衣メイカ）.png"
"シュガーホリック",EXP,DX,10.0,10,シュガーホリック.png
"In my world (Prod. KOTONOHOUSE)",EXP,DX,10.0,10,In my world (Prod. KOTONOHOUSE).png
"過去を喰らう",EXP,DX,10.0,10,過去を喰らう.png
"回レ！雪月花",EXP,DX,10.0,10,回レ！雪月花.png
"若い力 -SEGA HARD GIRLS MIX-",EXP,STD,10.0,10,若い力 -SEGA HARD GIRLS MIX-.png
"NIGHT OF FIRE",EXP,STD,10.0,10,NIGHT OF FIRE.png
"トンデモワンダーズ",EXP,DX,10.0,10,トンデモワンダーズ.png
"セカイ",EXP,DX,10.0,10,セカイ.png
"RAD DOGS",EXP,DX,10.0,10,RAD DOGS.png
"劣等上等",EXP,DX,10.0,10,劣等上等.png
"つづみぐさ",EXP,DX,10.0,10,つづみぐさ.png
"ノンブレス・オブリージュ",EXP,DX,10.0,10,ノンブレス・オブリージュ.png
"QUEEN",EXP,DX,10.0,10,QUEEN.png
"ジャンキーナイトタウンオーケストラ",EXP,DX,10.0,10,ジャンキーナイトタウンオーケストラ.png
"リアライズ",EXP,DX,10.0,10,リアライズ.png
"ライアーダンサー",EXP,DX,10.0,10,ライアーダンサー.png
"僕は空気が嫁ない",EXP,DX,10.0,10,僕は空気が嫁ない.png
"ボッカデラベリタ",EXP,DX,10.0,10,ボッカデラベリタ.png
"命ばっかり",EXP,STD,10.0,10,命ばっかり.png
"エイリアンエイリアン",EXP,STD,10.0,10,エイリアンエイリアン.png
"ノイローゼ",EXP,DX,10.0,10,ノイローゼ.png
"ゴーゴー幽霊船",EXP,DX,10.0,10,ゴーゴー幽霊船.png
"恋愛裁判",EXP,STD,10.0,10,恋愛裁判.png
"すーぱーぬこになれんかった",EXP,DX,10.0,10,すーぱーぬこになれんかった.png
"アカツキアライヴァル",EXP,DX,10.0,10,アカツキアライヴァル.png
"ポッピンキャンディ☆フィーバー！",EXP,DX,10.0,10,ポッピンキャンディ☆フィーバー！.png
"スターリースカイ☆パレード",EXP,DX,10.0,10,スターリースカイ☆パレード.png
"阿吽のビーツ",EXP,DX,10.0,10,阿吽のビーツ.png
"深海シティアンダーグラウンド",EXP,DX,10.0,10,深海シティアンダーグラウンド.png
"Strobe♡Girl",EXP,DX,10.0,10,Strobe♡Girl.png
"バイオレンストリガー",EXP,DX,10.0,10,バイオレンストリガー.png
"トルコ行進曲 - オワタ＼(^o^)／",EXP,STD,10.0,10,トルコ行進曲 - オワタ＼(^o^)／.png
"天ノ弱",EXP,DX,10.0,10,天ノ弱.png
"フリィダム ロリィタ",EXP,STD,10.0,10,フリィダム ロリィタ.png
"明星ロケット",EXP,STD,10.0,10,明星ロケット.png
